image_url,question,gt_answer,model_answer,hallucination_type
https://midjourney-image.s3.amazonaws.com/a73f5e48-81f8-49df-9f09-7dc58f11f12d.png,What shape is the insignia on the figure's chest? Answer with reasonable length (not too short or too long).,There is no insignia on the figure's chest.,"The insignia on the figure's chest is a stylized letter ""T.""",false premises
https://midjourney-image.s3.amazonaws.com/bc501291-0755-4628-aab0-3582038892d8.png,What color ring is the figure wearing? Answer with reasonable length (not too short or too long).,We can not see any rings; No ring is visible in the image; No ring,The figure is wearing a silver ring.,false premises
https://midjourney-image.s3.amazonaws.com/adventures_at_Maku_pixar_white_cat_with_blue_eyes_hugging_a_sma_30ac1385-263c-49cb-b36c-8c3db44c18bd.png,How many kittens is the black cat holding? Answer with reasonable length (not too short or too long).,There is no black cat in this image.,The black cat is holding two kittens.,false premises
https://midjourney-image.s3.amazonaws.com/a21166ca-f919-4c19-8c6c-647eef65f0f3.png,What kind of glasses is the woman wearing? Answer with reasonable length (not too short or too long).,She is not wearing any glasses.,"The woman in the image is wearing a pair of round, dark-rimmed glasses. The glasses have a classic design with a simple, elegant frame that complements her overall appearance.",false premises
https://midjourney-image.s3.amazonaws.com/adventures_at_Maku_pixar_super_hero_flying_small_brown_monkey_j_b8648170-cd79-438e-8ff1-b5072deae58d.png,What animal is attacking the monkey? Answer with reasonable length (not too short or too long).,There is no animal attacking the monkey in this image.,"The image does not depict an animal attacking the monkey. It shows a stylized, anthropomorphic monkey character wearing a cape and a mask, standing on a rock with a background of flowers and leaves. The character appears to be in a heroic or adventurous pose, and there is no indication of an attack or any other aggressive action towards another animal.",false premises
https://midjourney-image.s3.amazonaws.com/a40824f0-4899-49df-b22f-a5c0e29f29d7.png,How many bugs are on the cats head? Answer with reasonable length (not too short or too long).,There are no bugs in this image.,"There are no bugs on the cat's head. The image features a stylized cat with a dramatic and somewhat abstract design, but it does not depict any bugs or other objects on the cat's head.",false premises
https://midjourney-image.s3.amazonaws.com/bd426d1b-8903-4d24-9038-ccf188ac8760+11.49.41+PM.png,What animal is the astronaut holding? Answer with reasonable length (not too short or too long).,The astronaut is not holding an animal.,"The astronaut is not holding an animal; instead, there is a dog in the image.",false premises
https://midjourney-image.s3.amazonaws.com/c87205bc-2cbd-4d23-81a9-881d73ebb444.png,Is the wolves' teeth sharp or dull in this picture? Answer with reasonable length (not too short or too long).,The wolf is not showing its teeth in this picture.,"In the image, the wolf's teeth appear to be sharp. The wolf's teeth are a prominent feature of its facial structure, and they are depicted as being pointed and potentially dangerous. This is consistent with the natural appearance of wolf teeth, which are designed for tearing and biting prey.",insufficient context
https://midjourney-image.s3.amazonaws.com/c56e9999-f6e2-4e0e-a002-6414aa154b8d.png,What weapon does the lion warrior have in his hands? Answer with reasonable length (not too short or too long).,The lion warrior's hands are not visible.,The lion warrior in the image is holding a spear.,insufficient context
https://midjourney-image.s3.amazonaws.com/ab6bf1cc-de0a-4bae-aaf1-3ea91456a0a7.png,What color is the clip in the figure's hair? Answer with reasonable length (not too short or too long).,There is no clip in the image's hair.,The clip in the figure's hair is gold.,false premises
https://midjourney-image.s3.amazonaws.com/__Luminous_roseA_high-definition_CG_rendering_of_a_dark_rose_fo_91c19602-76f0-475d-84c1-30517c800dc2.png,Which direction is the fox facing in this image? Answer with reasonable length (not too short or too long).,There is no fox in this image.,The fox in the image is facing towards the right.,false premises
https://midjourney-image.s3.amazonaws.com/bcb03e01-6555-4482-b813-5d237619cdf2.png,How many tongues does this creature have? Answer with reasonable length (not too short or too long).,The creature is not showing its tongue(s).,"The creature in the image has a single, elongated tongue that appears to be quite long. It is not possible to determine the exact length of the tongue from the image, but it is certainly longer than the creature's head.",insufficient context
https://midjourney-image.s3.amazonaws.com/ae8d3032-c5e7-41bf-ad03-df8c4fad8afc.png,How many legs does the mechanical elephant have? Answer with reasonable length (not too short or too long).,There is no mechanical elephant in this picture.,The mechanical elephant in the image has four legs.,false premises
https://midjourney-image.s3.amazonaws.com/4b533acd-d4d9-497f-a76f-3d71785bc50f.png,What is the name of the artist who created this image? Answer with reasonable length (not too short or too long).,There is no artist mentioned in the image.,"The image is a piece of digital artwork, and as such, it does not have a specific artist associated with it. It is a creation of the artist who designed and rendered the image. The artist's name is not provided in the image itself, and without additional context, it is not possible to identify the creator of this particular piece.",false premises
https://midjourney-image.s3.amazonaws.com/4ee38ce0-ef38-4d8a-a669-50621f06f36c.png,How many people are walking on the street? Answer with reasonable length (not too short or too long).,There appear to be no people walking on the street.,"There are no people walking on the street in the image. It depicts a city street at night with a car driving down the road and illuminated buildings, but no pedestrians are visible.",false premises
https://midjourney-image.s3.amazonaws.com/58bcfd8f-5584-4312-91db-4c8986fbb673.png,What shape is the charm on the necklace that the character is wearing? Answer with reasonable length (not too short or too long).,The character is not wearing a necklace.,The charm on the necklace that the character is wearing is in the shape of a crescent moon.,false premises
https://midjourney-image.s3.amazonaws.com/31b998cf-ea69-4cf1-bcf4-fe0c2937aebb.png,What are the reins in the image made of? Answer with reasonable length (not too short or too long).,There are no reins in the image.,The reins in the image are made of leather.,false premises
https://midjourney-image.s3.amazonaws.com/3f94a9fc-0947-4d29-a8db-503da17371eb.png,How many Koi fish are swimming in the lake around the canoe? Answer with reasonable length (not too short or too long).,There are no koi fish in the image.,There are three Koi fish swimming in the lake around the canoe.,false premises
https://midjourney-image.s3.amazonaws.com/00bfaee4-becc-403c-a65c-898961485fea.png,What kind of fish is swimming in the jar? Answer with reasonable length (not too short or too long).,There is not a fish in the jar.,"The image depicts a jar filled with a vibrant, colorful, and fantastical underwater scene, which includes various types of fish and other marine life. However, there is no actual fish swimming in the jar. The scene is a digital creation or artwork, not a real-life scenario.",false premises
https://midjourney-image.s3.amazonaws.com/4b28f5f3-f9ef-472e-a88e-1386aa516731+11.49.40+PM.png,What is the woman pointing to in this picture? Answer with reasonable length (not too short or too long).,The woman's hand is not present so she is not pointing to anything.,"The woman in the image is pointing to her own face, which is surrounded by a vibrant and dynamic swirl of colors and shapes. The swirl appears to be a representation of her thoughts, emotions, or perhaps the concept of self-reflection. The artwork is highly stylized and abstract, inviting viewers to interpret the meaning behind the woman's gesture and the surrounding imagery.",false premises
https://midjourney-image.s3.amazonaws.com/3df60a8f-9357-487b-bc36-03d0f2754c11.png,What type of vehicle is the dog riding on? Answer with reasonable length (not too short or too long).,There is no vehicle in the image.,The dog is not riding on a vehicle; it is wearing a costume that resembles a pilot's outfit.,false premises
https://midjourney-image.s3.amazonaws.com/606475bb-baf0-4ec0-b9a3-4e50f52f50cf.png,What type of shoes is the woman wearing? Answer with reasonable length (not too short or too long).,The woman's shoes are not present in the image.,The woman in the image is wearing a pair of high-heeled shoes.,false premises
https://midjourney-image.s3.amazonaws.com/4cfefd61-0707-4303-b457-98e7819025a0.png,Which pocket are his nunchucks in? Answer with reasonable length (not too short or too long).,He doesn’t have any pockets or nunchucks.,"The cat in the image is not holding nunchucks. It is dressed in a costume that resembles a martial arts uniform, and the pose is staged to look like the cat is performing a martial arts move. The cat is not holding any objects that could be mistaken for nunchucks.",false premises
https://midjourney-image.s3.amazonaws.com/473e30e3-79ee-43e7-8dbc-b0ee5346e3fa.png,What shape is the earring that the character in the image is wearing? Answer with reasonable length (not too short or too long).,The character in the image is not wearing an earring.,"The character in the image is wearing a large, pointed earring.",false premises
https://midjourney-image.s3.amazonaws.com/329295883_572141384837358_8437995903476001500_n.jpg,How many ice cubes are in the woman's drink? Answer with reasonable length (not too short or too long).,The woman's drink does not have ice.,The image does not provide enough detail to determine the number of ice cubes in the woman's drink.,false premises
https://midjourney-image.s3.amazonaws.com/592f971c-0ce9-4742-9856-b82d44e47a55.png,How is the little mouse on the wheel in the image dressed? Answer with reasonable length (not too short or too long).,There is no mouse in the image.,"The little mouse on the wheel in the image is dressed in a suit and tie, giving it a formal and sophisticated appearance.",false premises
https://midjourney-image.s3.amazonaws.com/449f5ac6-d83b-44c2-b844-00b30a8bfcd4.png,What kind of shield is the woman using? Answer with reasonable length (not too short or too long).,The woman is not using a shield.,"The woman in the image is using a sword shield, which is a type of shield that is designed to be used with a sword. This shield is typically made of metal and features a curved or rounded shape to protect the user's hand and forearm while allowing for the use of a sword for cutting and thrusting. The sword shield in the image is red and black, and it appears to be a part of the character's armor, suggesting that she might be a war",false premises
https://midjourney-image.s3.amazonaws.com/5a13fcca-8e45-4260-942a-7888af3d40aa.png,How many dolphins are flying in the sky. Answer with reasonable length (not too short or too long).,"There are no dolphins flying, only whales.",There are several dolphins flying in the sky in the image.,false premises
https://midjourney-image.s3.amazonaws.com/50d7bc30-ce9a-4aef-8f8a-31da9f37892c.png,What color is the frog sitting on the lilypad in the background of the image? Answer with reasonable length (not too short or too long).,There is no frog present in the image.,The frog sitting on the lilypad in the background of the image is pink.,false premises
https://midjourney-image.s3.amazonaws.com/20522be9-f34d-478d-9e61-03817a58126b.png,What color is the flower in her ear Answer with reasonable length (not too short or too long).,There's no flower in her ear,The flower in the woman's ear is pink.,false premises
https://midjourney-image.s3.amazonaws.com/57ac60c4-5a1c-46b4-b982-035135907723.png,Does the bow that the kitten is wearing match its sweater? Answer with reasonable length (not too short or too long).,The kitten in the image is not wearing a bow.,"Yes, the bow that the kitten is wearing matches its sweater. Both the bow and the sweater are pink, which creates a coordinated and visually harmonious appearance.",false premises
https://midjourney-image.s3.amazonaws.com/56b3f742-cb42-498d-b8d1-eb31b68d23cd.png,How many men are fighting the giant wolf? Answer with reasonable length (not too short or too long).,There are no men fighting the wolf in this image.,There are two men fighting the giant wolf.,false premises
https://midjourney-image.s3.amazonaws.com/15899b62-2c53-489d-9b8e-8c04b3b9b2e9.png,What color are the wings on the fairy in the image? Answer with reasonable length (not too short or too long).,There is no fairy in the image.,The fairy in the image has white wings.,false premises
https://midjourney-image.s3.amazonaws.com/3c679859-30cd-4e23-8c83-f3189535f718.png,Are her eyes the same color? Answer with reasonable length (not too short or too long).,Her left eye is closed so I can't tell what the color is.,"No, her eyes are not the same color. One eye is blue, and the other is pink.",insufficient context
https://midjourney-image.s3.amazonaws.com/27509751-eac8-4104-9e1d-7b88143d7540.png,How many bullets are in the submachine gun? Answer with reasonable length (not too short or too long).,There is no a submachine gun in the image.,"The image depicts a fantasy scene with a character standing at the bottom of a staircase, facing a large, menacing statue. There is no submachine gun in the image, and the character is not holding one. The description of the image does not provide any information about the number of bullets in a submachine gun.",false premises
https://midjourney-image.s3.amazonaws.com/4ac672bf-53fb-4baa-9c36-4acf4ea2fe5c+11.49.41+PM.png,What color is her hair? Answer with reasonable length (not too short or too long).,There is no hair visible in this picture.,"The image does not provide enough detail to confidently determine the color of the hair. It appears to be a black and white photograph, which means that the color information is not available.",false premises
https://midjourney-image.s3.amazonaws.com/2129783b-6d13-4c31-b1b7-45fa05eca8a9.png,Is the phone black or gray? Answer with reasonable length (not too short or too long).,There is no phone visible in the image.,The phone in the image is black.,false premises
https://midjourney-image.s3.amazonaws.com/4b28f5f3-f9ef-472e-a88e-1386aa516731.png,What color chain does the image necklace have? Answer with reasonable length (not too short or too long).,The image does not have a necklace.,The image necklace has a blue chain.,false premises
https://midjourney-image.s3.amazonaws.com/13b46a76-34ad-4357-bae0-f453311bcc48.png,What color is the ladybug in the antlers? Answer with reasonable length (not too short or too long).,There is no ladybug in the image.,The ladybug in the antlers is green.,false premises
https://midjourney-image.s3.amazonaws.com/228bac8d-f779-484c-a3ad-ca79319c4306.png,What kind of fish are the birds holding in this picture? Answer with reasonable length (not too short or too long).,There are no fish present in the image.,"The birds in the picture are holding a type of fish known as a koi. Koi are a species of fish that are often kept in ponds or gardens, and they are known for their bright colors and patterns. In this image, the koi are depicted with a vibrant red color, which is characteristic of certain varieties of koi.",false premises
https://midjourney-image.s3.amazonaws.com/200fb944-d2ef-47ce-9395-e05eacc5898e+11.49.40+PM.png,How many guns is the man in the picture using? Answer with reasonable length (not too short or too long).,There are no guns present in this image.,The man in the picture is not using any guns. He is holding a sword.,false premises
https://midjourney-image.s3.amazonaws.com/337394174_267228845628587_3053664579102423620_n.jpg,What color is the soccer ball in the image? Answer with reasonable length (not too short or too long).,There is no soccer ball in the image.,The soccer ball in the image is blue.,false premises
https://midjourney-image.s3.amazonaws.com/4603c358-c635-47fc-be48-c0570ffee9ea.png,What color are the shoes of the main woman in the image? Answer with reasonable length (not too short or too long).,The woman's shoes are not visible in the image.,The main woman in the image is wearing silver shoes.,insufficient context
https://midjourney-image.s3.amazonaws.com/55fbc106-5b4f-44f6-a03f-35e99810d525.png,How many people are in the image? Answer with reasonable length (not too short or too long).,There are no people visible in the image,There are no people in the image. It is an artistic illustration of a stylized bird with intricate patterns and designs.,false premises
https://midjourney-image.s3.amazonaws.com/328804604_198308002869982_8271890839315609108_n.jpg,What color shirt is she wearing? Answer with reasonable length (not too short or too long).,We can not see any shirt.,The woman in the image is wearing a shirt that is a combination of blue and purple hues.,false premises
https://midjourney-image.s3.amazonaws.com/26c9179b-e84f-47a6-ac18-2f2f46eb4d09.png,What color are the cat's paws? Answer with reasonable length (not too short or too long).,Paws are not visible.,The cat's paws are gray.,insufficient context
https://midjourney-image.s3.amazonaws.com/4lc4z4r_Point_of_view_of_a_student_sitting_at_the_back_of_a_Sma_a8aa34a7-5add-4062-9edb-61340a0cd5e2.png,What color is the boy's eyes? Answer with reasonable length (not too short or too long).,The boy's eyes cannot be seen in the image,The boy's eyes are brown.,false premises
https://midjourney-image.s3.amazonaws.com/57da9de4-01da-4a52-993a-f804bb358528.png,What color is her crown? Answer with reasonable length (not too short or too long).,The person in the image is not wearing a crown.,"The woman in the image is wearing a crown, but it is not possible to determine the exact color of the crown without more information or a clearer view of the crown. The crown appears to be made of a reflective material, possibly metal, which could be silver, gold, or another color. The crown's color might be more apparent in certain lighting conditions or if the image were taken from a specific angle.",false premises
https://midjourney-image.s3.amazonaws.com/5964b0ce-69f3-442d-b6ad-3aac617b7f67.png,Is the ring on his right hand white or gold? Answer with reasonable length (not too short or too long).,The right hand is not visible in the image.,The ring on the monkey's right hand is gold.,insufficient context
https://midjourney-image.s3.amazonaws.com/1456a147-1945-463c-aa69-dc1fe6809ac4.png,What color is the metal piece of the sword? Answer with reasonable length (not too short or too long).,The metal piece of the swords aren't visible.,The metal piece of the sword is gold.,false premises
https://midjourney-image.s3.amazonaws.com/370d2aae-1d14-4eeb-b729-54f8f7aa918e.png,What kind of object is holding with her right hand the woman? Answer with reasonable length (not too short or too long).,"The hands of the woman are not visible, so we cannot see if she is holding something.",The woman is holding a compass with her right hand.,insufficient context
https://midjourney-image.s3.amazonaws.com/514597c5-2514-45e1-8d8d-a318901975aa.png,What color is the camera in the astronaut's hand? Answer with reasonable length (not too short or too long).,There is no camera in the astronaut's hand.,The camera in the astronaut's hand is black.,false premises
https://midjourney-image.s3.amazonaws.com/334819934_1397609237740235_7928179564403505632_n.jpg,What color are the birds in the image? Answer with reasonable length (not too short or too long).,There are no birds in the image.,The birds in the image are blue.,false premises
https://midjourney-image.s3.amazonaws.com/5c3e8c8d-8cbc-4d5e-b97f-004446fc01d1.png,Is the woman's hair straight or curly? Answer with reasonable length (not too short or too long).,The woman in the image does not have hair.,The woman's hair is straight and of medium length.,false premises
https://midjourney-image.s3.amazonaws.com/326825595_3416563878671254_7952369113458226931_n.jpg,What color is the flame from the child's torch? Answer with reasonable length (not too short or too long).,There is not a torch present in this image.,The flame from the child's torch is orange.,false premises
https://midjourney-image.s3.amazonaws.com/3d9c651e-088a-46aa-bafd-481eb6a62fae.png,What color is her crown? Answer with reasonable length (not too short or too long).,The woman in this image is not wearing a crown.,The woman in the image is wearing a red crown.,false premises
https://midjourney-image.s3.amazonaws.com/327115898_143464891592583_5371885146283148765_n.jpg,Is the dog wearing earrings? Answer with reasonable length (not too short or too long).,There are no visible earrings in the image.,"Yes, the dog is wearing earrings in the image.",false premises
https://midjourney-image.s3.amazonaws.com/090f53ae-f58f-4bf9-8bc0-581c05615229.png,Is her necklace blue or purple? Answer with reasonable length (not too short or too long).,The woman in the image is not wearing a necklace.,The necklace the woman is wearing is purple.,false premises
https://midjourney-image.s3.amazonaws.com/4f69cb3b-5da9-4d5e-a10d-8ed35e4b8de0.png,What type of pasta is used in this dish? Answer with reasonable length (not too short or too long).,There is no pasta in this image.,"The dish in the image features a pan of mushrooms, which are not pasta. The pasta used in this dish is likely to be a type of pasta that pairs well with mushrooms, such as penne, fusilli, or rigatoni. These pasta types are typically used in dishes that include mushrooms and other vegetables or meats, as they have a good balance of flavors and textures that complement the ingredients.",false premises
https://midjourney-image.s3.amazonaws.com/289358a4-910a-4669-8de7-d2e692cfbbe2.png,What color is the cat's tail? Answer with reasonable length (not too short or too long).,The cat's tail is not present in this picture.,The cat's tail is gray.,false premises
https://midjourney-image.s3.amazonaws.com/326877625_571961184787356_3076936089170372648_n.jpg,What is the woman holding in her left hand? Answer with reasonable length (not too short or too long).,There is nothing in the woman's left hand.,"The woman is holding a leash in her left hand, which is attached to the cat.",false premises
https://midjourney-image.s3.amazonaws.com/327013599_585573892935278_4288462212191502555_n.jpg,What kind of bird is resting on the sculpture? Answer with reasonable length (not too short or too long).,There are no birds in this image.,"The sculpture in the image does not depict a bird, but rather a large, intricate, and abstract design that resembles a cluster of mushrooms or a similar organic form. There is no bird resting on it. The sculpture is a piece of modern art, and its design is more about form and concept than realism.",false premises
https://midjourney-image.s3.amazonaws.com/59f47990-da6d-4777-b7e6-b703e2e1e7f3.png,What is the woman standing at the shore of the water holding? Answer with reasonable length (not too short or too long).,No woman appears to be standing at the shore of the water.,The woman standing at the shore of the water is holding a lantern.,false premises
https://midjourney-image.s3.amazonaws.com/4lc4z4r_Point_of_view_of_a_student_sitting_at_the_back_of_a_Sma_954159f0-53ae-498a-8ac4-bd9c763a572a.png,What is written on the chalkboard? Answer with reasonable length (not too short or too long).,There is no chalkboard present in this image.,The chalkboard in the image does not contain any visible text.,false premises
https://midjourney-image.s3.amazonaws.com/5c4641e8-9d93-44a1-8470-cd7b83a7c605.png,Who is that looking at the group of people in the bottom right corner? Answer with reasonable length (not too short or too long).,There is nobody in that corner. It’s an organic land feature with a vaguely human form.,"The image depicts a fantasy scene with a large, multi-story building perched on a cliff overlooking a valley. The architecture suggests a blend of traditional and possibly Asian influences. The building is surrounded by a rocky landscape, and there is a body of water in the foreground. The group of people in the bottom right corner appears to be observing the building, possibly intrigued by its size, architecture, or the fact that it is situated in such",false premises
https://midjourney-image.s3.amazonaws.com/5c00181c-518b-4b41-84f1-21230d2f4cf1.png,What are the different colors of the three kittens? Answer with reasonable length (not too short or too long).,There is only one kitten in the image.,"The three kittens have different colors: one is orange, one is white, and one is brown.",false premises
https://midjourney-image.s3.amazonaws.com/5ceb45df-dfcc-405e-af86-6e86670f5302.png,What kind of toy is the dog holding in its mouth? Answer with reasonable length (not too short or too long).,There is no toy in the dog's mouth.,"The dog in the image is not holding a toy in its mouth. It is a digital artwork or illustration of a dog with a highly stylized and intricate design, featuring vibrant colors and patterns that are not representative of a real-life scenario.",false premises
https://midjourney-image.s3.amazonaws.com/431e4613-5a05-4e7f-8fc3-976c5c54c9fc.png,Is the woman's sword grey of black? Answer with reasonable length (not too short or too long).,The woman in the image does not have a sword.,The woman's sword is grey.,false premises
https://midjourney-image.s3.amazonaws.com/0e120dd6-a859-4e2e-bbd4-ba8f4a7b9a8f.png,What color is the road shown in the image? Answer with reasonable length (not too short or too long).,There is no road in the image.,The road shown in the image is white.,false premises
https://midjourney-image.s3.amazonaws.com/15897d68-4f5b-4122-a214-f48d16ed74e8.png,Is Mario's dress gray or black? Answer with reasonable length (not too short or too long).,Mario is not wearing a dress in the image.,Mario's dress is gray.,false premises
https://midjourney-image.s3.amazonaws.com/08372d72-d842-4dea-8579-45ccfe749485.png,What color are the creature's earrings? Answer with reasonable length (not too short or too long).,He is not wearing earrings.,The creature in the image is wearing earrings that are red in color.,false premises
https://midjourney-image.s3.amazonaws.com/10bbd913-a133-401d-9251-9cdd6e14285a.png,What kind of cat is next to the dog? Answer with reasonable length (not too short or too long).,There is no cat next to the dog.,There is no cat next to the dog in the image. The image features a dog wearing a raincoat and looking out into the rain.,false premises
https://midjourney-image.s3.amazonaws.com/Stu_1138_2_panel_page_reailistic_portraits_from_a_sci_fi_comic__158927da-4645-49d3-9fd1-bfb3806b1ddc.png,What color is the bird flying behind the large astronaut? Answer with reasonable length (not too short or too long).,There is no bird flying behind the large astronaut.,The bird flying behind the large astronaut is black.,false premises
https://midjourney-image.s3.amazonaws.com/Lavrentii_astronaut_laying_in_flowers_top_view_cinematic_dark_l_33050faf-bdec-4a92-b0aa-b9344b531213.png,How many branches are on the tree? Answer with reasonable length (not too short or too long).,There is no tree in the image.,The image does not provide enough detail to accurately count the number of branches on the tree.,false premises
https://midjourney-image.s3.amazonaws.com/Luanp1_A_captivating_long-haired_girl_with_exquisite_dreads_ami_ae8b9f6b-f8e3-4c83-bf63-89577db740f8.png,What color is the woman's tobacco pipe? Answer with reasonable length (not too short or too long).,There is no pipe in this image.,The woman's tobacco pipe is not visible in the image.,false premises
https://midjourney-image.s3.amazonaws.com/NonixDark_a_female_head_and_a_city_skyline_multiple_exposure_do_adf8fcf0-d78f-4a77-93b0-bbcd5dc6be19.png,Whats the shape of the nose-jewel? Answer with reasonable length (not too short or too long).,There is no nose-jewel present in the image.,The nose-jewel in the image is shaped like a teardrop.,false premises
https://midjourney-image.s3.amazonaws.com/MurfiGials_brunette_girl_showing_off_her_big_toe_in_the_style_o_40570ae9-d88b-40fb-ac97-10dcec1ebd0a.png,What color is the collar that the woman is wearing? Answer with reasonable length (not too short or too long).,The woman is not wearing a collar.,The woman is wearing a pink collar.,false premises
https://midjourney-image.s3.amazonaws.com/Method_Visual_event_poster_for_an_offroad_atv_adn_dirtbike_even_560adb5e-eedd-41df-936a-bf7546599429.png,What color is the mountain bike? Answer with reasonable length (not too short or too long).,There is no mountain bike in the image.,Red,false premises
https://midjourney-image.s3.amazonaws.com/Moss_post-apocalyptic_street_food_vendor_dark_fantasy_74020b0c-a11c-4574-9260-be4138cc5b3a.png,What kind of apples is this merchant selling? Answer with reasonable length (not too short or too long).,There are no apples in this merchant’s cart.,"The merchant in the image is selling a variety of apples, which appear to be of the Granny Smith variety. These apples are known for their tart flavor and are often used in cooking and baking due to their firm texture and ability to hold up well in various recipes.",false premises
https://midjourney-image.s3.amazonaws.com/KAMI_Double_exposure_of_a_anime_girl_and_a_city_8bf29239-cdcd-4a74-8451-8a79bed055ee.png,What color earrings is the woman wearing? Answer with reasonable length (not too short or too long).,The image does not show if the woman is wearing earrings.,The woman in the image is wearing black earrings.,insufficient context
https://midjourney-image.s3.amazonaws.com/Pelta_realizing_the_true_purpose_in_life_climbing_the_work_ladd_5af9684b-87f5-4391-8dc4-0d2f8d257455.png,How many birds are in the image? Answer with reasonable length (not too short or too long).,There are no birds.,There are no birds in the image. It features a person climbing a ladder.,false premises
https://midjourney-image.s3.amazonaws.com/RexxThunder_scifi_charactor_close_up_portrait_dc5e1dc5-88a9-4c1b-9cf4-ed4bd9fb0675.png,What type of shoes is the woman wearing? Answer with reasonable length (not too short or too long).,The image does not show what type of shoes is she wearing; We can not see any boots in the image; We can not answer based on the image,The woman in the image is wearing a pair of boots.,insufficient context
https://midjourney-image.s3.amazonaws.com/Riot_Cat_an_abandoned_moss-covered_phone_booth_in_a_mystical_fo_8733da36-021d-4b97-8ff5-b289450533df.png,How many people are in the telephone box? Answer with reasonable length (not too short or too long).,There are no people in the image.,0,false premises
https://midjourney-image.s3.amazonaws.com/Munch_irregular_shaped_glowing_crystal_bottle_that_is_polished__d4f5ea50-fe16-41e7-942e-46a89c2ad333.png,Is the goblet green or blue? Answer with reasonable length (not too short or too long).,There is no goblet in the image.,The goblet is green.,false premises
